ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,DES_ORDER_NOTE,CAT_ORDER_TYPE,TYP_CUSTOMER_SEGMENT,REF_DISCOUNT_CODE,QTY_UNITS_BACKORDER,TST_INSERTION,AUD_USR_INSERT
ORD00495,2024-06-23,CUST622,PART1047,null,845.75,TRANSFER,2025-07-11,Assume admit consider because nearly thank name.,MARKETPLACE,REGULAR,SUMMER20,3,2024-09-29T20:48:33,heathcody
ORD00496,2025-03-30,CUST221,PART1116,X,1319.96,,2025-07-18,Task phone forget final grow staff state.,MARKETPLACE,,,0,2024-08-02T04:39:41,jasoncruz
ORD00497,2024-08-14,CUST834,PART1262,null,1007.66,,2025-07-08,,PHONE,B2B,INVALID,N/A,2025-04-19T15:23:44,julie02
ORD00498,2025-03-07,CUST610,PART1214,X,4874.39,,2025-07-22,Close within seven night not example.,,B2C,,3,2024-10-31T06:51:49,annacox
ORD00499,2025-03-15,CUST478,PART1103,6,574.23,TRANSFER,,Recent difficult operation indeed minute.,MARKETPLACE,VIP,,2,2025-06-03T23:25:08,matthewjames
ORD00500,2025-01-10,CUST829,PART1657,-3,2717.68,TRANSFER,2025-07-19,Shake camera list pay safe.,MARKETPLACE,,BLACKFRIDAY,N/A,2025-02-02T03:54:17,jessica03
ORD00501,2024-10-21,CUST255,PART1185,X,76.86,CRYPTO,,,ONLINE,B2C,BLACKFRIDAY,3,2025-05-22T02:49:45,freemanerika
ORD00502,2025-02-06,CUST230,PART1978,X,,CASH,2025-07-03,Few fine think woman religious learn.,PHONE,B2C,,,2025-03-11T14:51:04,jakekim
ORD00503,2025-02-01,CUST139,PART1815,-3,1986.57,CARD,2025-07-17,,STORE,,BLACKFRIDAY,N/A,2024-07-02T09:09:35,jjacobs
ORD00504,2025-06-18,CUST926,PART1249,-3,4541.53,,2025-07-17,,,B2B,SUMMER20,0,2025-06-03T06:49:18,pamelabruce
ORD00505,2024-12-27,CUST894,PART1260,6,ERROR,,2025-07-12,According good moment major price fish may.,,B2C,BLACKFRIDAY,2,2024-10-28T07:55:24,courtney30
ORD00506,INVALID_DATE,CUST641,PART1880,null,3313.77,CARD,2025-07-01,Apply medical question audience little cold area.,PHONE,VIP,SUMMER20,0,2025-01-03T21:13:50,torreskevin
ORD00507,2025-05-14,CUST699,PART1290,1,559.87,TRANSFER,,Style change prove for recent weight.,STORE,VIP,BLACKFRIDAY,0,2025-06-10T16:43:48,lopezhaley
ORD00508,2025-06-13,CUST481,PART1221,X,3881.89,,2025-07-17,Book quickly care rather sit.,MARKETPLACE,,,N/A,2024-10-13T16:06:58,ambermiller
ORD00509,2025-02-07,CUST680,PART1512,6,3707.5,CARD,2025-07-03,Fine present air society.,,VIP,INVALID,2,2024-08-12T20:08:15,tonyayoder
ORD00510,2025-06-14,CUST975,PART1791,null,2426.25,CRYPTO,,Property responsibility soldier happy.,,REGULAR,,,2024-10-02T12:13:35,daniel17
ORD00511,2025-01-03,CUST278,PART1624,-3,3451.43,,2025-07-01,,MARKETPLACE,B2B,BLACKFRIDAY,3,2024-10-29T15:54:27,vhill
ORD00512,2025-03-20,CUST151,PART1812,-3,,CASH,,Yourself attorney behavior whatever.,MARKETPLACE,,SUMMER20,3,2024-10-08T10:13:32,fmelendez
ORD00513,2024-11-11,CUST290,ERROR,null,487.17,,2025-06-27,Finally medical soon pick develop.,ONLINE,VIP,,3,2025-01-02T09:33:38,ghayes
ORD00514,2024-11-18,CUST496,PART1524,null,,,2025-06-24,,ONLINE,REGULAR,INVALID,0,2024-06-28T12:32:20,harrisstacey
ORD00515,2024-11-09,CUST520,PART1197,null,4230.87,CRYPTO,2025-07-18,Help value control garden.,MARKETPLACE,REGULAR,,,2025-01-18T03:03:04,maynardfrederick
ORD00516,2024-10-09,CUST231,PART1763,3,265.64,CRYPTO,2025-07-08,Amount answer whose relate positive.,STORE,,BLACKFRIDAY,3,2025-04-13T22:54:42,ortizamber
ORD00517,2025-01-24,,PART1829,null,2515.0,,2025-06-24,,MARKETPLACE,REGULAR,,2,2024-11-17T03:36:57,santiagobrian
ORD00518,2024-12-25,CUST174,PART1365,X,1127.4,,2025-07-21,,PHONE,B2B,INVALID,2,2025-05-28T04:45:11,qhernandez
ORD00519,2025-02-18,CUST682,PART1768,-3,4139.01,CARD,,Walk break easy.,MARKETPLACE,,,1,2024-08-02T07:24:19,melissa96
ORD00520,2024-07-28,CUST281,PART1686,7,4227.85,TRANSFER,,,MARKETPLACE,,BLACKFRIDAY,3,2024-08-24T02:38:33,rodgerswilliam
ORD00521,INVALID_DATE,CUST453,PART1926,3,3983.31,TRANSFER,2025-06-26,,STORE,B2B,BLACKFRIDAY,1,2025-01-19T17:20:33,masonthomas
ORD00522,2025-01-31,CUST704,PART1248,null,2158.41,CARD,2025-07-13,Common beyond why marriage.,ONLINE,VIP,,2,2025-06-01T16:50:33,rgutierrez
ORD00523,2024-09-28,CUST715,PART1586,null,2952.34,,2025-06-28,Start serious red tax several remain choose.,PHONE,VIP,,2,2025-01-21T20:35:14,leedavid
ORD00524,2024-08-23,CUST258,PART1640,null,ERROR,,,Any raise dinner.,ONLINE,VIP,BLACKFRIDAY,3,2025-04-13T18:06:57,sherisanders
ORD00525,2025-04-03,CUST854,PART1636,5,4532.91,CASH,2025-07-09,,STORE,B2B,INVALID,0,2025-06-16T12:30:42,ugutierrez
ORD00526,INVALID_DATE,CUST851,PART1237,null,3053.95,TRANSFER,2025-07-04,Say most all discussion no morning agency.,MARKETPLACE,,BLACKFRIDAY,N/A,2024-09-12T05:36:19,smithryan
ORD00527,2024-11-08,CUST320,PART1854,-3,,CASH,2025-07-17,,PHONE,B2C,SUMMER20,2,2025-05-17T18:12:44,ginasmith
ORD00528,2024-08-07,CUST666,PART1342,9,2854.26,,,Democratic list huge.,PHONE,VIP,BLACKFRIDAY,,2024-09-05T15:23:01,pbrooks
ORD00529,2025-06-01,CUST985,PART1392,null,3602.2,CARD,2025-07-10,Claim partner occur data election.,ONLINE,B2C,,,2024-07-20T01:03:16,kevin51
ORD00530,2025-04-11,CUST669,PART1413,X,3232.96,CRYPTO,2025-06-26,Edge organization recent and.,PHONE,,,3,2024-12-22T22:42:29,cobbjesse
ORD00531,2025-05-04,CUST827,PART1340,1,670.83,CASH,2025-07-14,Act just crime society if.,STORE,B2B,,3,2024-12-15T11:12:57,nicholassimmons
ORD00532,INVALID_DATE,CUST725,PART1067,X,4990.28,CASH,2025-06-27,Wonder campaign much Mrs newspaper who make.,PHONE,REGULAR,INVALID,0,2024-10-10T06:15:36,kellerjulia
ORD00533,2024-10-25,CUST899,PART1782,null,2988.99,CASH,2025-06-24,,STORE,B2B,,0,2024-11-19T00:34:19,melissaturner
ORD00534,2025-04-21,CUST408,PART1983,4,634.45,,2025-06-28,Own successful school director let sense group.,PHONE,B2B,INVALID,0,2025-01-19T15:34:25,nhayes
ORD00535,2025-02-28,CUST360,PART1806,-3,,CASH,2025-07-19,Value moment production clear those.,PHONE,,,0,2025-04-22T21:11:47,coxbrian
ORD00536,2025-02-24,CUST150,PART1654,null,517.21,CASH,2025-07-13,Heart myself buy today enough long majority.,STORE,B2B,SUMMER20,,2024-09-11T08:27:24,kristen22
ORD00537,2025-01-31,CUST987,PART1634,8,2733.25,,2025-07-08,,PHONE,REGULAR,SUMMER20,3,2025-04-18T11:13:54,ppatterson
ORD00538,2025-04-30,CUST722,PART1426,-3,2333.44,,,Nothing attack instead book serious culture meet.,STORE,VIP,BLACKFRIDAY,3,2024-10-10T00:20:58,laurabaird
ORD00539,2024-08-27,CUST197,PART1272,-3,,CASH,2025-07-07,Wall building special play art them do.,MARKETPLACE,B2B,,0,2025-03-05T14:31:40,richard04
ORD00540,2024-12-20,CUST717,PART1378,X,4804.41,CASH,,Positive president offer difference yeah.,ONLINE,,BLACKFRIDAY,1,2024-08-27T00:45:14,hollandkimberly
ORD00541,2024-11-19,CUST294,PART1414,null,353.58,TRANSFER,,,ONLINE,VIP,INVALID,1,2024-12-30T03:24:14,salazardon
ORD00542,2024-10-24,CUST713,PART1714,X,4508.61,CRYPTO,,,,B2C,,1,2025-03-03T12:09:51,christopher22
ORD00543,2024-09-14,CUST229,PART1295,X,3909.18,CASH,2025-07-10,Ball room common leg hit fund.,STORE,,,2,2024-12-06T21:23:16,montoyamichael
ORD00544,INVALID_DATE,CUST130,PART1796,-3,875.92,CRYPTO,2025-07-12,Article trial window maybe community them.,,VIP,BLACKFRIDAY,3,2025-04-12T09:38:23,nstevenson
ORD00545,2024-07-01,,PART1277,4,720.17,CASH,2025-07-14,Loss them drop tell than consumer this night.,,B2B,,0,2025-03-17T03:05:06,bnash
ORD00546,2025-04-04,CUST404,PART1403,-3,ERROR,,2025-06-30,Performance exactly hour pattern act.,STORE,VIP,,N/A,2024-08-21T15:06:35,ytate
ORD00547,2024-09-09,,PART1325,-3,2560.02,CRYPTO,2025-06-30,Material accept finally get more.,,VIP,SUMMER20,2,2024-07-20T07:12:09,eric23
ORD00548,INVALID_DATE,CUST815,PART1346,3,1396.2,CARD,2025-07-01,Modern ok interesting pull.,MARKETPLACE,REGULAR,INVALID,N/A,2024-10-03T19:00:12,nguyenmichael
ORD00549,2025-01-04,CUST508,PART1594,-3,ERROR,,2025-07-03,Management deep set whom daughter image soldier.,ONLINE,REGULAR,BLACKFRIDAY,2,2025-05-08T00:44:23,gregorymartin
ORD00550,2025-04-28,CUST731,PART1716,X,4968.4,TRANSFER,2025-07-13,,MARKETPLACE,,,1,2024-09-14T18:59:49,pagepedro
ORD00551,2024-07-13,CUST168,PART1130,-3,3784.91,TRANSFER,2025-07-06,,PHONE,,BLACKFRIDAY,0,2024-07-02T18:16:45,carolynrogers
ORD00552,2024-07-02,CUST412,PART1901,6,976.78,,,,ONLINE,B2C,BLACKFRIDAY,3,2024-07-17T00:33:41,matthew29
ORD00553,INVALID_DATE,CUST777,PART1564,X,3201.12,,2025-07-20,Three sure answer yes door thought provide.,STORE,VIP,BLACKFRIDAY,1,2024-10-05T05:34:01,wmosley
ORD00554,2024-09-12,CUST134,PART1765,4,,,2025-06-24,Type event five him single choice ever.,ONLINE,VIP,,1,2024-08-07T18:39:41,mgreene
ORD00555,INVALID_DATE,CUST848,PART1296,-3,4429.24,,2025-07-22,Energy president different rest run.,STORE,,BLACKFRIDAY,2,2024-09-19T09:28:10,hmorales
ORD00556,INVALID_DATE,CUST172,PART1932,null,440.62,CASH,2025-06-27,Market those between sit hair suffer hard.,PHONE,B2C,SUMMER20,3,2024-11-22T11:31:32,james55
ORD00557,2025-01-06,CUST221,PART1397,-3,4593.02,CARD,,Rock head yeah anything though key born often.,ONLINE,B2B,INVALID,N/A,2025-02-19T10:30:36,kimberlyjohnson
ORD00558,2025-04-26,,PART1606,null,1104.01,CASH,2025-06-24,,STORE,B2C,INVALID,3,2024-08-23T02:13:06,amymyers
ORD00559,2025-06-01,CUST688,PART1105,X,1738.9,CARD,2025-06-24,First really big. Step institution stage parent.,PHONE,,,,2025-04-18T04:13:07,williamsrandy
ORD00560,2024-10-17,CUST255,PART1083,10,ERROR,CASH,,,STORE,B2C,INVALID,,2024-10-06T12:04:13,mclaughlinmichelle
ORD00561,INVALID_DATE,CUST963,PART1468,-3,1535.21,CASH,,Generation board option region.,PHONE,,,,2024-09-11T10:06:49,vortiz
ORD00562,2025-04-19,CUST235,PART1714,5,3830.48,,2025-07-13,Fast step science always.,ONLINE,REGULAR,SUMMER20,3,2024-12-02T21:43:17,whitemichael
ORD00563,2025-04-16,,PART1973,-3,2724.54,,2025-07-15,Argue side just center without.,PHONE,,BLACKFRIDAY,N/A,2025-03-27T01:44:09,joyce39
ORD00564,INVALID_DATE,CUST545,PART1640,4,2865.36,,2025-07-14,Particularly other name allow.,ONLINE,VIP,,2,2024-11-21T02:17:41,esherman
ORD00565,2024-09-10,CUST952,PART1229,X,4758.53,,2025-07-11,Free level cause commercial mention.,,VIP,,,2024-12-27T05:29:28,droberts
ORD00566,INVALID_DATE,CUST404,PART1217,X,2421.31,CARD,,,STORE,VIP,INVALID,N/A,2024-11-06T16:52:29,shannon92
ORD00567,2025-04-12,CUST904,PART1293,-3,4660.02,,,North skill modern agreement past.,STORE,,,0,2024-11-05T06:49:53,jennifermiller
ORD00568,2024-10-16,CUST814,PART1336,4,3796.67,CARD,2025-07-19,,MARKETPLACE,REGULAR,SUMMER20,1,2024-08-19T17:14:01,changbrandon
ORD00569,2024-07-30,CUST111,PART1439,X,517.83,,2025-06-25,Find seat reach share others.,ONLINE,REGULAR,,N/A,2024-10-07T14:46:51,aaronpatterson
ORD00570,2024-08-19,CUST826,PART1591,null,425.6,TRANSFER,2025-07-22,,STORE,B2C,,0,2025-02-23T13:15:00,collinsamanda
ORD00571,2024-10-22,CUST156,ERROR,8,153.59,,,,,VIP,INVALID,2,2025-01-13T11:19:45,enelson
ORD00572,2024-09-24,CUST339,PART1402,-3,,CRYPTO,2025-06-27,,,B2C,INVALID,1,2024-07-30T02:24:03,efleming
ORD00573,2024-12-16,CUST337,PART1150,null,4539.62,,,,PHONE,VIP,INVALID,,2025-03-01T09:51:32,troy19
ORD00574,2024-11-23,,PART1481,3,1531.25,,2025-07-08,Republican deep assume idea. Lay represent huge.,STORE,,,0,2025-06-11T19:44:18,greenheather
ORD00575,2025-02-15,CUST536,PART1242,X,,CASH,2025-06-24,Quite project each friend. Thousand pull stay.,PHONE,,SUMMER20,3,2024-09-09T06:04:32,james20
ORD00576,INVALID_DATE,CUST919,PART1770,-3,ERROR,,2025-07-02,Investment item but think once structure budget.,PHONE,VIP,INVALID,3,2024-12-01T18:49:20,traci79
ORD00577,INVALID_DATE,CUST367,PART1559,null,1281.78,,2025-06-28,Improve beyond poor billion.,PHONE,,,,2024-08-17T00:01:06,schultzmichael
ORD00578,2025-01-26,CUST735,PART1079,X,3808.62,,2025-07-06,Adult increase relationship ever.,PHONE,B2C,BLACKFRIDAY,,2024-08-16T00:26:26,davissuzanne
ORD00579,2025-04-02,CUST682,PART1362,9,2961.17,,2025-07-22,,ONLINE,VIP,SUMMER20,N/A,2024-12-02T13:26:09,emmacross
ORD00580,2025-02-14,CUST947,PART1689,X,2252.13,CRYPTO,2025-07-21,,ONLINE,B2C,BLACKFRIDAY,,2024-08-05T19:52:34,ramseytimothy
ORD00581,2025-02-20,CUST936,PART1085,10,594.21,CRYPTO,2025-06-30,,,,,,2024-08-10T15:20:54,potterjoseph
ORD00582,2024-11-30,,PART1918,null,3824.54,CARD,2025-07-02,Week field approach TV word huge.,ONLINE,,BLACKFRIDAY,,2024-09-17T17:55:54,hjohnson
ORD00583,2024-08-10,CUST478,PART1671,X,2334.65,CARD,,Whose although stand pass station risk through.,PHONE,B2B,,1,2024-07-17T06:40:18,prodriguez
ORD00584,2024-10-17,CUST234,PART1472,3,4291.39,,,,,VIP,,2,2024-07-19T02:27:33,kmcgee
ORD00585,2024-11-12,CUST187,PART1250,X,,CARD,2025-07-08,Religious film despite where against.,STORE,VIP,BLACKFRIDAY,3,2024-11-03T14:17:53,parrishana
ORD00586,INVALID_DATE,CUST473,ERROR,7,1636.5,CASH,,,STORE,REGULAR,,,2025-04-15T10:13:20,timothyhampton
ORD00587,2024-08-31,CUST102,PART1485,null,4217.1,CASH,2025-07-05,Responsibility anything network these few.,PHONE,VIP,BLACKFRIDAY,1,2024-12-27T17:23:51,rbryan
ORD00588,INVALID_DATE,CUST518,PART1060,null,3999.21,TRANSFER,2025-07-15,Become treat value dream expert while.,ONLINE,B2C,,2,2024-12-11T19:21:27,rhodeserik
ORD00589,INVALID_DATE,CUST638,PART1170,null,3182.41,,,Still represent quality goal assume fact finish.,STORE,B2B,SUMMER20,3,2024-07-07T11:27:10,carl86
ORD00590,2025-05-08,CUST441,PART1791,2,4216.94,TRANSFER,2025-07-11,Seat dog break certainly old customer travel.,ONLINE,VIP,SUMMER20,0,2024-10-21T17:32:54,holly76
ORD00591,2025-01-22,CUST256,ERROR,X,2372.65,,,,STORE,B2C,,2,2024-12-15T16:22:03,laurawarren
ORD00592,2025-04-19,CUST767,PART1549,null,1153.68,CASH,,Lay whatever attack.,ONLINE,REGULAR,INVALID,,2024-08-13T07:16:13,anthonymeyer
ORD00593,2024-07-22,CUST757,PART1834,8,2909.12,CRYPTO,2025-06-27,Simple recognize enough traditional into make.,,REGULAR,,0,2025-03-03T07:13:37,kingbridget
ORD00594,2025-06-04,CUST397,PART1567,-3,4147.01,,2025-06-24,Each act defense science author daughter how.,MARKETPLACE,,SUMMER20,0,2024-09-05T23:10:35,amberbrown
ORD00595,2025-01-24,CUST106,PART1019,6,1679.99,CRYPTO,2025-06-28,Where team three ever before option.,,VIP,,N/A,2024-10-17T22:16:04,amandapowers
ORD00596,INVALID_DATE,CUST914,PART1143,X,2509.37,,,Item before thousand Mrs be often practice road.,PHONE,VIP,BLACKFRIDAY,1,2024-12-01T22:03:37,devin87
ORD00597,2024-10-15,CUST602,PART1281,-3,4972.83,CARD,,,STORE,VIP,INVALID,0,2024-11-09T13:58:49,alisongibbs
ORD00598,2024-10-23,CUST827,PART1120,-3,3901.82,,2025-07-14,College military along poor.,PHONE,,BLACKFRIDAY,0,2025-04-12T09:49:57,yburns
ORD00599,2024-07-04,CUST330,PART1125,1,1418.91,CRYPTO,2025-06-26,Woman once activity human. Ball hotel about mind.,MARKETPLACE,B2B,SUMMER20,,2024-09-18T12:17:55,bethany71
ORD00600,INVALID_DATE,CUST772,PART1407,3,235.08,TRANSFER,2025-06-25,,MARKETPLACE,VIP,,3,2024-11-26T22:18:44,valenzuelaluis
ORD00601,2025-06-22,CUST776,PART1606,null,4368.76,TRANSFER,2025-06-25,Century low full fast.,,VIP,,2,2024-11-22T19:37:41,hendricksjames
ORD00602,2025-01-30,CUST970,PART1801,X,4013.92,,2025-07-07,Read skill camera. Watch night area trip.,,,,1,2024-12-20T17:43:42,garzakayla
ORD00603,2024-12-14,CUST113,PART1406,null,2716.18,CRYPTO,2025-06-26,Half design continue evidence.,PHONE,,SUMMER20,1,2025-06-04T16:09:51,davidhowe
ORD00604,2024-10-16,CUST601,PART1657,9,1947.34,CASH,2025-07-11,,STORE,B2C,BLACKFRIDAY,1,2024-10-25T14:15:31,carlwilliams
ORD00605,2025-04-19,CUST757,PART1147,-3,4228.73,,,Course save plan themselves along.,ONLINE,B2C,INVALID,0,2024-10-29T05:37:17,nolanariel
ORD00606,2024-09-29,CUST608,PART1851,6,276.29,CARD,,I subject put or defense chair understand.,PHONE,,,2,2024-07-30T15:24:56,michaelphillips
ORD00607,2024-08-20,CUST458,PART1397,-3,4246.58,CARD,2025-07-07,Senior prove yes hospital.,ONLINE,B2B,,2,2025-02-24T03:17:43,glewis
ORD00608,2025-05-23,CUST529,PART1303,null,1812.2,CASH,,State matter threat green animal fight speak.,ONLINE,B2B,INVALID,N/A,2025-03-01T16:17:26,rachel35
ORD00609,2024-09-08,CUST689,PART1415,null,4451.06,,2025-06-24,Loss debate voice apply picture find garden.,MARKETPLACE,REGULAR,,3,2024-11-10T08:08:02,rbrown
ORD00610,2025-03-01,CUST283,PART1835,X,2079.51,,2025-06-28,,,REGULAR,INVALID,2,2025-06-17T21:19:04,sarah48
ORD00611,2024-10-20,CUST250,PART1111,-3,ERROR,CARD,2025-07-08,,PHONE,VIP,BLACKFRIDAY,0,2024-10-03T16:55:36,tcross
ORD00612,2025-03-18,CUST953,PART1766,X,,CARD,2025-06-27,,PHONE,VIP,,,2025-02-09T09:44:28,wilkinsgwendolyn
ORD00613,2024-10-19,CUST955,PART1881,null,4407.94,CASH,2025-07-07,Themselves measure general physical travel.,ONLINE,REGULAR,,0,2025-06-05T21:07:31,bakercarol
ORD00614,2025-04-04,CUST839,PART1645,-3,3374.58,CRYPTO,2025-07-12,Somebody because forget environmental five.,PHONE,REGULAR,BLACKFRIDAY,1,2024-07-18T06:17:02,ryan84
ORD00615,2025-01-09,CUST303,PART1011,5,1720.27,CARD,2025-07-18,Candidate within trial eat.,MARKETPLACE,REGULAR,BLACKFRIDAY,3,2024-07-07T14:57:19,michael51
ORD00616,2025-04-04,CUST298,PART1840,X,,CASH,2025-07-22,Cup wall them a through.,,REGULAR,,2,2025-01-13T15:26:00,bcastillo
ORD00617,2024-09-15,CUST141,PART1517,null,1949.26,,2025-06-28,Detail throughout seem agree quickly head.,,VIP,SUMMER20,,2025-04-19T02:49:56,jessica64
ORD00618,2024-07-27,CUST849,PART1081,9,1494.3,,2025-07-19,Letter join station hair action physical turn.,,VIP,INVALID,0,2024-12-05T13:04:11,richard86
ORD00619,2024-11-18,CUST400,PART1112,1,4717.5,CRYPTO,2025-07-09,,ONLINE,,,3,2024-09-30T10:12:48,maryayala
ORD00620,2025-03-18,CUST417,PART1423,X,3795.89,TRANSFER,2025-07-16,,,B2B,INVALID,0,2025-03-31T17:59:14,uhicks
ORD00621,INVALID_DATE,CUST559,PART1392,X,3052.1,CASH,2025-07-20,Chance anyone foreign push. Debate move appear.,ONLINE,VIP,INVALID,0,2025-06-08T15:25:01,wlane
ORD00622,2024-08-25,CUST723,PART1580,2,3432.7,CRYPTO,2025-07-15,Still skin president return material happen.,ONLINE,VIP,SUMMER20,1,2024-11-02T15:08:17,stewartjavier
ORD00623,2024-08-19,,PART1635,6,1757.4,CRYPTO,2025-06-24,Project stand know more.,ONLINE,B2C,,2,2025-06-09T04:38:44,carolpark
ORD00624,2025-01-20,CUST541,PART1688,X,4217.4,CASH,2025-07-09,,,B2B,,1,2025-02-28T06:24:56,joanne90
ORD00625,2025-01-03,,ERROR,null,2958.86,,2025-06-27,The choice brother line level school each bed.,MARKETPLACE,B2B,,3,2024-12-29T21:37:25,jessica41
ORD00626,2025-02-23,CUST647,PART1563,1,4612.4,,2025-07-09,Home throughout new item all.,PHONE,,,2,2024-12-30T16:25:38,taylorpatricia
ORD00627,2024-11-25,CUST231,PART1336,-3,3594.79,,2025-07-12,,STORE,REGULAR,SUMMER20,1,2024-08-10T14:33:45,lijulie
ORD00628,2025-04-24,CUST422,PART1113,X,1108.05,,2025-07-23,,PHONE,B2B,INVALID,N/A,2024-08-19T20:06:33,kristina83
ORD00629,2024-10-22,CUST105,ERROR,1,,CARD,2025-07-05,System watch thing as ask doctor.,MARKETPLACE,VIP,,1,2025-02-19T19:39:34,juliemartinez
ORD00630,2024-08-03,CUST581,PART1110,X,2392.26,CASH,2025-07-05,,STORE,,,2,2024-09-13T19:19:32,jjohnson
ORD00631,2025-04-15,CUST178,PART1804,X,4314.26,CARD,2025-07-04,Shake heavy discover.,MARKETPLACE,B2B,BLACKFRIDAY,3,2025-01-06T15:21:37,caldwellcrystal
ORD00632,2024-08-09,CUST722,PART1028,3,4454.05,CARD,2025-07-18,Month large who debate most sea.,,REGULAR,,N/A,2025-05-29T04:16:14,teresa54
ORD00633,2024-07-11,CUST582,PART1794,X,1885.43,CRYPTO,,Team page hundred. Middle tend see.,,,,3,2025-03-02T18:15:06,johnsmith
ORD00634,2025-03-09,CUST804,PART1581,null,ERROR,TRANSFER,2025-07-12,Book during understand.,MARKETPLACE,REGULAR,,2,2024-10-28T14:07:17,cdunn
ORD00635,2025-01-30,CUST899,PART1748,9,4467.54,CASH,2025-07-06,Station performance any cup various.,PHONE,,SUMMER20,0,2025-02-22T06:38:49,mstanley
ORD00636,INVALID_DATE,CUST191,PART1779,X,1893.72,,,Half politics stage many purpose.,STORE,B2C,SUMMER20,N/A,2024-07-13T05:29:57,whiteshannon
ORD00637,2024-07-16,CUST344,PART1199,7,2954.51,,2025-07-13,Up opportunity both.,STORE,B2C,SUMMER20,2,2024-10-24T13:33:44,kristen82
ORD00638,2025-02-12,CUST270,PART1278,4,4043.33,CRYPTO,2025-07-23,Movie young civil health.,,REGULAR,SUMMER20,1,2024-08-18T11:44:00,madison94
ORD00639,2025-02-26,CUST707,PART1220,X,367.4,,2025-06-24,Window none group job special quite send.,MARKETPLACE,B2C,,3,2025-04-05T05:22:22,ehill
ORD00640,2025-06-18,CUST374,PART1681,7,294.77,CARD,2025-07-06,,MARKETPLACE,VIP,BLACKFRIDAY,1,2024-10-21T04:58:08,susan72
ORD00641,2025-01-28,CUST297,PART1493,-3,1207.05,CRYPTO,2025-07-15,Enough build worker character.,STORE,VIP,INVALID,2,2025-05-24T09:56:00,pandersen
ORD00642,2024-07-18,CUST137,PART1210,null,667.48,,2025-07-15,,STORE,VIP,,0,2025-05-11T23:49:35,ashley67
ORD00643,2025-01-17,CUST175,PART1280,X,878.51,CARD,,Far focus among nation dark.,PHONE,,INVALID,N/A,2024-08-14T05:25:30,thomasbaker
ORD00644,2024-06-27,CUST462,PART1102,1,181.76,TRANSFER,2025-07-05,,MARKETPLACE,VIP,,N/A,2024-07-13T00:28:45,xbennett
ORD00645,2024-06-26,CUST452,PART1845,-3,4507.01,,,Success born meet lay very.,PHONE,,,1,2024-12-20T04:41:50,gabriellegentry
ORD00646,2024-11-17,CUST859,PART1816,3,1451.35,,2025-07-09,,STORE,VIP,BLACKFRIDAY,1,2025-01-29T18:17:23,erogers
ORD00647,2025-02-05,CUST854,PART1090,5,979.11,,2025-07-19,Feeling sport talk ahead particular sing.,,,,0,2025-05-22T18:19:19,clarson
ORD00648,2025-01-27,CUST428,PART1977,null,1224.44,CASH,2025-07-11,Believe ability nor.,,REGULAR,,0,2024-07-16T11:48:27,waltersann
ORD00649,2024-10-29,CUST562,PART1444,null,1094.06,CRYPTO,2025-07-13,,,REGULAR,,2,2025-03-28T09:17:58,andersonjohn
ORD00650,2024-11-26,CUST835,PART1221,null,1164.33,CRYPTO,2025-07-17,Easy level focus. Foot lot turn north.,PHONE,VIP,BLACKFRIDAY,2,2024-06-30T17:03:16,brianvelasquez
ORD00651,2025-04-18,CUST501,ERROR,-3,132.34,CRYPTO,2025-07-18,,PHONE,B2C,SUMMER20,0,2024-09-15T02:44:07,idavis
ORD00652,2024-10-17,CUST354,PART1930,-3,3547.68,TRANSFER,2025-07-02,,MARKETPLACE,REGULAR,SUMMER20,N/A,2024-10-22T16:35:16,bookertimothy
ORD00653,2024-10-01,CUST219,PART1106,-3,,CASH,2025-07-05,Deal them girl economy learn step suddenly.,PHONE,REGULAR,SUMMER20,0,2025-03-05T00:30:36,brittneymullins
ORD00654,2025-05-25,CUST148,PART1998,X,4872.07,CARD,2025-06-27,Fish education hope clearly huge race door eye.,STORE,B2B,,0,2025-04-30T18:39:23,karen69
ORD00655,2024-07-16,CUST940,PART1670,null,3406.65,CARD,2025-07-01,,STORE,B2B,SUMMER20,,2024-12-21T05:56:10,cynthialawrence
ORD00656,2024-11-21,CUST151,PART1678,-3,,CARD,2025-07-20,Let recent process.,STORE,,,0,2025-01-07T01:50:52,sherrysmith
ORD00657,INVALID_DATE,CUST701,PART1790,2,969.83,,2025-07-08,Argue number year seven anything.,PHONE,VIP,,N/A,2025-02-10T02:54:27,meganlandry
ORD00658,2024-10-29,CUST948,ERROR,10,4402.17,,2025-07-10,Lead so billion decade under imagine.,PHONE,REGULAR,,1,2024-10-12T12:19:57,dean96
ORD00659,2024-06-26,CUST834,PART1671,-3,720.06,CASH,2025-06-26,Per interesting thus fund old student focus.,STORE,REGULAR,INVALID,0,2025-04-23T18:30:34,catherinerose
ORD00660,2025-02-15,CUST419,PART1165,-3,699.97,,2025-07-19,Some will understand myself big main mention.,PHONE,B2C,,3,2024-11-07T00:26:31,uhammond
ORD00661,2024-10-17,CUST382,PART1039,-3,2422.32,,,Admit science action arrive story open ahead.,STORE,B2B,,0,2025-05-02T02:05:27,erin52
ORD00662,2025-01-23,CUST879,PART1575,null,184.37,,2025-07-20,,ONLINE,VIP,SUMMER20,3,2025-01-29T06:12:09,fstone
